province,region,food,search_query,output_relpath
陕西省,陕北,洋芋擦擦,洋芋擦擦 高清实拍 中国美食,中国34省真实图库/陕西省/陕北/洋芋擦擦.jpg
陕西省,陕北,油糕,油糕 高清实拍 中国美食,中国34省真实图库/陕西省/陕北/油糕.jpg
陕西省,关中,肉夹馍,肉夹馍 高清实拍 中国美食,中国34省真实图库/陕西省/关中/肉夹馍.jpg
陕西省,关中,凉皮,凉皮 高清实拍 中国美食,中国34省真实图库/陕西省/关中/凉皮.jpg
陕西省,关中,biangbiang面,biangbiang面 高清实拍 中国美食,中国34省真实图库/陕西省/关中/biangbiang面.jpg
陕西省,陕南,热米皮,热米皮 高清实拍 中国美食,中国34省真实图库/陕西省/陕南/热米皮.jpg
陕西省,陕南,菜豆腐,菜豆腐 高清实拍 中国美食,中国34省真实图库/陕西省/陕南/菜豆腐.jpg
陕西省,陕南,浆水面,浆水面 高清实拍 中国美食,中国34省真实图库/陕西省/陕南/浆水面.jpg
甘肃省,河西,羊羔肉,羊羔肉 高清实拍 中国美食,中国34省真实图库/甘肃省/河西/羊羔肉.jpg
甘肃省,河西,炒炮仗,炒炮仗 高清实拍 中国美食,中国34省真实图库/甘肃省/河西/炒炮仗.jpg
甘肃省,河西,臊面,臊面 高清实拍 中国美食,中国34省真实图库/甘肃省/河西/臊面.jpg
甘肃省,陇中,兰州牛肉面,兰州牛肉面 高清实拍 中国美食,中国34省真实图库/甘肃省/陇中/兰州牛肉面.jpg
甘肃省,陇中,灰豆子,灰豆子 高清实拍 中国美食,中国34省真实图库/甘肃省/陇中/灰豆子.jpg
甘肃省,陇中,甜醅子,甜醅子 高清实拍 中国美食,中国34省真实图库/甘肃省/陇中/甜醅子.jpg
甘肃省,陇东,饸饹面,饸饹面 高清实拍 中国美食,中国34省真实图库/甘肃省/陇东/饸饹面.jpg
甘肃省,陇东,庆阳臊子面,庆阳臊子面 高清实拍 中国美食,中国34省真实图库/甘肃省/陇东/庆阳臊子面.jpg
甘肃省,陇东,油馍,油馍 高清实拍 中国美食,中国34省真实图库/甘肃省/陇东/油馍.jpg
甘肃省,陇南,核桃饼,核桃饼 高清实拍 中国美食,中国34省真实图库/甘肃省/陇南/核桃饼.jpg
甘肃省,陇南,腊肉,腊肉 高清实拍 中国美食,中国34省真实图库/甘肃省/陇南/腊肉.jpg
甘肃省,陇南,洋芋糍粑,洋芋糍粑 高清实拍 中国美食,中国34省真实图库/甘肃省/陇南/洋芋糍粑.jpg
甘肃省,甘南,糌粑,糌粑 高清实拍 中国美食,中国34省真实图库/甘肃省/甘南/糌粑.jpg
甘肃省,甘南,牦牛酸奶,牦牛酸奶 高清实拍 中国美食,中国34省真实图库/甘肃省/甘南/牦牛酸奶.jpg
甘肃省,甘南,手抓羊肉,手抓羊肉 高清实拍 中国美食,中国34省真实图库/甘肃省/甘南/手抓羊肉.jpg
青海省,青东,酿皮,酿皮 高清实拍 中国美食,中国34省真实图库/青海省/青东/酿皮.jpg
青海省,青东,炮仗面,炮仗面 高清实拍 中国美食,中国34省真实图库/青海省/青东/炮仗面.jpg
青海省,青东,酸奶,酸奶 高清实拍 中国美食,中国34省真实图库/青海省/青东/酸奶.jpg
青海省,青南,牦牛肉,牦牛肉 高清实拍 中国美食,中国34省真实图库/青海省/青南/牦牛肉.jpg
青海省,青南,糌粑,糌粑 高清实拍 中国美食,中国34省真实图库/青海省/青南/糌粑.jpg
青海省,青南,奶渣,奶渣 高清实拍 中国美食,中国34省真实图库/青海省/青南/奶渣.jpg
青海省,青西,手抓羊肉,手抓羊肉 高清实拍 中国美食,中国34省真实图库/青海省/青西/手抓羊肉.jpg
青海省,青西,炕锅羊排,炕锅羊排 高清实拍 中国美食,中国34省真实图库/青海省/青西/炕锅羊排.jpg
青海省,青北,面片,面片 高清实拍 中国美食,中国34省真实图库/青海省/青北/面片.jpg
青海省,青北,青稞饼,青稞饼 高清实拍 中国美食,中国34省真实图库/青海省/青北/青稞饼.jpg
青海省,青北,奶茶,奶茶 高清实拍 中国美食,中国34省真实图库/青海省/青北/奶茶.jpg
内蒙古自治区,东蒙,锅茶,锅茶 高清实拍 中国美食,中国34省真实图库/内蒙古自治区/东蒙/锅茶.jpg
内蒙古自治区,东蒙,牛肉干,牛肉干 高清实拍 中国美食,中国34省真实图库/内蒙古自治区/东蒙/牛肉干.jpg
内蒙古自治区,东蒙,奶豆腐,奶豆腐 高清实拍 中国美食,中国34省真实图库/内蒙古自治区/东蒙/奶豆腐.jpg
内蒙古自治区,中蒙,烧麦,烧麦 高清实拍 中国美食,中国34省真实图库/内蒙古自治区/中蒙/烧麦.jpg
内蒙古自治区,中蒙,手把肉,手把肉 高清实拍 中国美食,中国34省真实图库/内蒙古自治区/中蒙/手把肉.jpg
内蒙古自治区,中蒙,焙子,焙子 高清实拍 中国美食,中国34省真实图库/内蒙古自治区/中蒙/焙子.jpg
内蒙古自治区,西蒙,烤全羊,烤全羊 高清实拍 中国美食,中国34省真实图库/内蒙古自治区/西蒙/烤全羊.jpg
内蒙古自治区,西蒙,羊杂碎,羊杂碎 高清实拍 中国美食,中国34省真实图库/内蒙古自治区/西蒙/羊杂碎.jpg
内蒙古自治区,西蒙,奶皮子,奶皮子 高清实拍 中国美食,中国34省真实图库/内蒙古自治区/西蒙/奶皮子.jpg
广西壮族自治区,桂北,桂林米粉,桂林米粉 高清实拍 中国美食,中国34省真实图库/广西壮族自治区/桂北/桂林米粉.jpg
广西壮族自治区,桂北,啤酒鱼,啤酒鱼 高清实拍 中国美食,中国34省真实图库/广西壮族自治区/桂北/啤酒鱼.jpg
广西壮族自治区,桂北,油茶,油茶 高清实拍 中国美食,中国34省真实图库/广西壮族自治区/桂北/油茶.jpg
广西壮族自治区,桂中,来宾牛杂,来宾牛杂 高清实拍 中国美食,中国34省真实图库/广西壮族自治区/桂中/来宾牛杂.jpg
广西壮族自治区,桂中,红糟酸料,红糟酸料 高清实拍 中国美食,中国34省真实图库/广西壮族自治区/桂中/红糟酸料.jpg
广西壮族自治区,桂东,螺蛳粉,螺蛳粉 高清实拍 中国美食,中国34省真实图库/广西壮族自治区/桂东/螺蛳粉.jpg
广西壮族自治区,桂东,玉林牛巴,玉林牛巴 高清实拍 中国美食,中国34省真实图库/广西壮族自治区/桂东/玉林牛巴.jpg
广西壮族自治区,桂东,龟苓膏,龟苓膏 高清实拍 中国美食,中国34省真实图库/广西壮族自治区/桂东/龟苓膏.jpg
广西壮族自治区,桂南,老友粉,老友粉 高清实拍 中国美食,中国34省真实图库/广西壮族自治区/桂南/老友粉.jpg
广西壮族自治区,桂南,卷筒粉,卷筒粉 高清实拍 中国美食,中国34省真实图库/广西壮族自治区/桂南/卷筒粉.jpg
广西壮族自治区,桂南,海鲜粥,海鲜粥 高清实拍 中国美食,中国34省真实图库/广西壮族自治区/桂南/海鲜粥.jpg
广西壮族自治区,桂西,百色烧鸭,百色烧鸭 高清实拍 中国美食,中国34省真实图库/广西壮族自治区/桂西/百色烧鸭.jpg
广西壮族自治区,桂西,五色糯米饭,五色糯米饭 高清实拍 中国美食,中国34省真实图库/广西壮族自治区/桂西/五色糯米饭.jpg
宁夏回族自治区,宁北,手抓羊肉,手抓羊肉 高清实拍 中国美食,中国34省真实图库/宁夏回族自治区/宁北/手抓羊肉.jpg
宁夏回族自治区,宁北,羊杂碎,羊杂碎 高清实拍 中国美食,中国34省真实图库/宁夏回族自治区/宁北/羊杂碎.jpg
宁夏回族自治区,宁北,八宝茶,八宝茶 高清实拍 中国美食,中国34省真实图库/宁夏回族自治区/宁北/八宝茶.jpg
宁夏回族自治区,宁中,烩小吃,烩小吃 高清实拍 中国美食,中国34省真实图库/宁夏回族自治区/宁中/烩小吃.jpg
宁夏回族自治区,宁中,馓子,馓子 高清实拍 中国美食,中国34省真实图库/宁夏回族自治区/宁中/馓子.jpg
宁夏回族自治区,宁中,凉皮,凉皮 高清实拍 中国美食,中国34省真实图库/宁夏回族自治区/宁中/凉皮.jpg
宁夏回族自治区,宁南,蒿子面,蒿子面 高清实拍 中国美食,中国34省真实图库/宁夏回族自治区/宁南/蒿子面.jpg
宁夏回族自治区,宁南,牛肉面,牛肉面 高清实拍 中国美食,中国34省真实图库/宁夏回族自治区/宁南/牛肉面.jpg
宁夏回族自治区,宁南,荞面搅团,荞面搅团 高清实拍 中国美食,中国34省真实图库/宁夏回族自治区/宁南/荞面搅团.jpg
新疆维吾尔自治区,北疆,大盘鸡,大盘鸡 高清实拍 中国美食,中国34省真实图库/新疆维吾尔自治区/北疆/大盘鸡.jpg
新疆维吾尔自治区,北疆,烤羊排,烤羊排 高清实拍 中国美食,中国34省真实图库/新疆维吾尔自治区/北疆/烤羊排.jpg
新疆维吾尔自治区,北疆,奶疙瘩,奶疙瘩 高清实拍 中国美食,中国34省真实图库/新疆维吾尔自治区/北疆/奶疙瘩.jpg
新疆维吾尔自治区,南疆,馕,馕 高清实拍 中国美食,中国34省真实图库/新疆维吾尔自治区/南疆/馕.jpg
新疆维吾尔自治区,南疆,抓饭,抓饭 高清实拍 中国美食,中国34省真实图库/新疆维吾尔自治区/南疆/抓饭.jpg
新疆维吾尔自治区,南疆,烤包子,烤包子 高清实拍 中国美食,中国34省真实图库/新疆维吾尔自治区/南疆/烤包子.jpg
新疆维吾尔自治区,东疆,哈密瓜,哈密瓜 高清实拍 中国美食,中国34省真实图库/新疆维吾尔自治区/东疆/哈密瓜.jpg
新疆维吾尔自治区,东疆,烤肉,烤肉 高清实拍 中国美食,中国34省真实图库/新疆维吾尔自治区/东疆/烤肉.jpg
新疆维吾尔自治区,东疆,薄皮包子,薄皮包子 高清实拍 中国美食,中国34省真实图库/新疆维吾尔自治区/东疆/薄皮包子.jpg
香港特别行政区,不分区,港式早茶,港式早茶 高清实拍 中国美食,中国34省真实图库/香港特别行政区/不分区/港式早茶.jpg
香港特别行政区,不分区,叉烧饭,叉烧饭 高清实拍 中国美食,中国34省真实图库/香港特别行政区/不分区/叉烧饭.jpg
香港特别行政区,不分区,菠萝包,菠萝包 高清实拍 中国美食,中国34省真实图库/香港特别行政区/不分区/菠萝包.jpg
澳门特别行政区,不分区,葡式蛋挞,葡式蛋挞 高清实拍 中国美食,中国34省真实图库/澳门特别行政区/不分区/葡式蛋挞.jpg
澳门特别行政区,不分区,猪扒包,猪扒包 高清实拍 中国美食,中国34省真实图库/澳门特别行政区/不分区/猪扒包.jpg
澳门特别行政区,不分区,葡国鸡,葡国鸡 高清实拍 中国美食,中国34省真实图库/澳门特别行政区/不分区/葡国鸡.jpg
台湾省,不分区,牛肉面,牛肉面 高清实拍 中国美食,中国34省真实图库/台湾省/不分区/牛肉面.jpg
台湾省,不分区,卤肉饭,卤肉饭 高清实拍 中国美食,中国34省真实图库/台湾省/不分区/卤肉饭.jpg
台湾省,不分区,蚵仔煎,蚵仔煎 高清实拍 中国美食,中国34省真实图库/台湾省/不分区/蚵仔煎.jpg
